gene	occurances	unique alleles
yfeO_2	1	1
dtnK	3	3
adh1	3	3
pdxA2	1	1
tabA	1	1
ywnA_2	3	3
hrtA_3	4	4
ykuR	1	1
lysA_1	1	1
dapF_1	1	1
rarD_1	1	1
cysL_5	1	1
chrA	1	1
ydiM_1	1	1
aroE_3	1	1
ydiM_2	1	1
aroD_2	1	1
yadH_2	2	2
ypdF_4	1	1
celA_4	1	1
chbA	2	2
ypdE	1	1
licR_7	1	1
yjcD_2	1	1
hcxA_1	20	5
manZ_11	6	3
sorB_3	14	6
manX_9	2	2
eda	1	1
yheS_1	2	2
rex_3	1	1
clpP_4	2	2
miaA_2	1	1
hflX_2	1	1
glnR_2	1	1
crtK-2_1	2	2
yrrK_1	1	1
potD_2	1	1
ydcV_2	1	1
potA_3	1	1
puuR_1	1	1
acuI_2	1	1
coaBC_3	1	1
coaBC_4	1	1
panT_3	1	1
murB_1	1	1
yceM_1	1	1
exoA_1	1	1
polC_3	7	6
tsaE_2	2	2
crr_1	1	1
pta_3	1	1
ung_2	1	1
ywpJ_4	1	1
fadA_2	1	1
mvaS_2	2	2
dltD_2	2	2
dltC_2	1	1
bceB_4	1	1
bceA_5	1	1
asnS_1	2	2
aspB_1	1	1
iolU_4	1	1
punA_2	1	1
mglA_3	1	1
tmpC_3	1	1
cdd_2	2	2
deoC_2	8	4
pdp_2	1	1
rbsR_3	1	1
sorC_5	1	1
sorB_4	2	2
bacC_1	1	1
yeiL_3	1	1
ptxB	1	1
opuBA_2	1	1
phnE_1	2	2
phnE_2	2	2
cpdA_1	8	3
cpdB	1	1
ccpA_4	1	1
msmX_4	1	1
rpsC_2	2	2
rplV_2	2	2
rpsS_2	1	1
rplB_2	1	1
rplW_2	2	2
rplD_2	2	2
rplC_2	1	1
rpsJ_2	1	1
tuf_4	1	1
fusA	1	1
rpsG_2	2	2
rpsL_2	2	2
rpiA_2	1	1
gpmA_7	1	1
udk_1	2	2
rsuA_2	2	2
rplY	2	2
kup_1	1	1
rpsO_1	1	1
cobB_1	1	1
mltF_3	20	4
aspT_1	1	1
aspT_2	1	1
asD_1	1	1
rstB	1	1
crr_2	1	1
rsmA_2	3	3
rnmV_2	2	2
crr_3	1	1
rhaR_12	1	1
yheS_2	2	2
rex_4	1	1
yrrK_2	1	1
mleS_1	1	1
rhaR_13	1	1
entS_1	1	1
icd	1	1
citB	1	1
prpC	1	1
hhaIM_2	2	2
yqbD	1	1
xkdG	1	1
pbuG_3	1	1
menA_1	1	1
gutB	1	1
fruA_9	1	1
fruA_10	1	1
deoC2	1	1
metI_1	3	3
leuS_2	1	1
prfC_1	1	1
yhhT_1	3	2
mutY_1	1	1
recX_1	1	1
crtK-2_2	2	2
sodA_1	1	1
vraR_1	1	1
liaS_1	1	1
greA_1	1	1
mltG_1	1	1
pbpX_3	5	3
rmlD_3	1	1
rmlB_2	7	5
rmlA	4	3
wfgD	1	1
tagO_2	1	1
mioC	1	1
pepS_2	4	4
iolU_5	1	1
gltB	1	1
gltA	1	1
dtxR_2	1	1
zwf_2	2	2
queA_2	2	2
opuCB_2	1	1
opuCC_2	3	3
opuCD_2	1	1
kimA_1	3	3
ndoA_2	2	1
alr_2	3	3
acpS_2	2	2
cshA_2	1	1
ddl_2	1	1
ubiB_2	1	1
sppA_3	1	1
yycJ_1	2	1
MroQ_1	1	1
groS_1	1	1
groL_1	2	2
pncB2_1	1	1
nadE_1	1	1
trpS2_1	1	1
pheT_1	3	1
pheS_1	1	1
yodB_1	1	1
addA_1	1	1
addB_1	1	1
gpsB_2	1	1
rlmL_2	1	1
yedJ_2	1	1
cshB_2	1	1
clsA_4	1	1
rnhA_2	1	1
cspC	1	1
fhs1_2	1	1
argC	1	1
argJ	1	1
argB	1	1
argD	1	1
rpsT_2	2	2
gltD	1	1
yqeN_2	1	1
ylbL_2	1	1
coaD_2	1	1
rsmD_2	1	1
mtgA_3	1	1
nfo_2	2	2
bglF_9	1	1
yqfL_3	1	1
zur_2	1	1
rpsU_2	2	2
yqeY_2	1	1
ddpA	1	1
ddpB	1	1
ddpC	1	1
yfkJ_1	2	2
ruvB_2	2	2
ruvA_1	1	1
msrB_1	1	1
maf_1	1	1
mutS_3	3	3
ymdB_2	2	2
nirC_2	1	1
rpsD_1	2	1
bioY2_2	1	1
queT_3	1	1
yohK_1	1	1
rpoN	1	1
cggR_2	1	1
pgk_2	1	1
tpiA_3	1	1
dauA_2	2	2
pyrG_2	1	1
fba_5	1	1
rho_2	1	1
rpmE2_2	2	2
tmcAL_2	1	1
rsfS_2	1	1
nadD_2	1	1
yqeH_2	1	1
artM_4	1	1
yecS_4	1	1
mltF_4	1	1
accA_2	1	1
accD_3	1	1
accB_2	2	2
fabF_2	2	2
fabG_5	1	1
fabD_3	2	2
acpA_3	1	1
aroF_2	1	1
aroB_2	1	1
aroC_2	1	1
aroA_2	1	1
aroK_2	1	1
pheA_2	4	2
rhaR_14	1	1
yknY_4	1	1
cobS	1	1
cobU	1	1
hemC_2	1	1
cobQ	1	1
cbiO	2	2
cbiQ	1	1
cbiN	1	1
cbiM	1	1
cbiL	1	1
cbiK	1	1
nasF_2	1	1
cbiJ	1	1
cbiH	1	1
cbiG	1	1
cbiF	1	1
cbiT	1	1
cbiE	1	1
cbiD	1	1
cbiC	1	1
cobD_1	1	1
cbiA	1	1
pduX	1	1
cobD_2	1	1
ypjD_2	1	1
der_2	3	2
ypfD_2	1	1
cmk_2	2	2
recQ_4	1	1
fmnP_2	1	1
rluB_3	2	2
scpB_2	1	1
scpA_2	1	1
ribT_2	1	1
xerD_4	1	1
thiT_2	1	1
yfkJ_2	2	2
ruvB_3	1	1
ruvA_2	1	1
yohK_2	1	1
msrB_2	1	1
maf_2	1	1
mutS_4	1	1
ymdB_3	1	1
ycdA	1	1
rpsD_2	2	2
uppS_1	1	1
frr_2	1	1
pyrH_2	2	2
tsf_2	1	1
rpsB_2	1	1
argR_5	1	1
tmpC_4	1	1
argS_2	2	2
arcB_3	1	1
tsaD_2	1	1
rimI_2	1	1
rimI_3	1	1
tsaB_2	1	1
galT_2	2	2
galE_2	1	1
yibN_2	1	1
glcK_2	1	1
yqgQ_2	1	1
ecfA1_2	1	1
ecfA2_3	1	1
rihA	1	1
rbsK/rbiA_2	1	1
licT_8	1	1
glcU_5	1	1
clpP_5	1	1
pth_1	2	2
murJ_5	2	2
tilS_1	1	1
hpt_1	1	1
dusB_1	3	3
lysS_1	2	2
manX_10	1	1
sorB_5	1	1
manZ_12	2	2
hcxA_2	20	3
sttH_2	1	1
fsaA_1	1	1
ldh_4	1	1
pth_2	2	2
murJ_6	1	1
tilS_2	1	1
hpt_2	1	1
dusB_2	3	3
lysS_2	2	2
grdE	1	1
grdA_1	1	1
grdA1_1	1	1
grdB_1	1	1
grdB_2	1	1
trxB_3	1	1
grdC_1	1	1
grdD_1	1	1
tenA	1	1
ilvB_2	1	1
ilvH_2	1	1
rsmG_2	3	3
mnmG_2	1	1
mnmE_2	1	1
misCA_2	2	2
rnpA_2	1	1
rpmH_2	2	2
dnaA_2	2	2
lsrK	1	1
kduD_4	1	1
carE	1	1
carD	1	1
opuBD	1	1
opuCC_3	1	1
opuCB_3	1	1
opuCA_3	1	1
kduD_5	1	1
ygcP_1	1	1
yqcE	1	1
ydiM_3	1	1
iolG_3	1	1
aroD_3	1	1
folT_3	1	1
pepO_2	3	3
prs2_2	1	1
iscS_4	1	1
licT_9	1	1
licC_9	1	1
srlR_3	1	1
ygcP_2	1	1
lhgD	1	1
pheT_2	3	3
pheS_2	1	1
yodB_2	1	1
addA_2	1	1
addB_2	1	1
spsB_2	1	1
ygaZ_4	1	1
rhaR_15	1	1
pyrF_2	1	1
pyrDB_2	1	1
pyrK_2	1	1
carB_2	1	1
carA_2	1	1
pyrB_2	1	1
pyrP_2	1	1
pyrR_2	2	2
rluD_4	1	1
lspA_2	1	1
yycJ_2	2	2
MroQ_2	1	1
groS_2	1	1
groL_2	2	2
pncB2_2	1	1
nadE_2	1	1
ttcA	1	1
yhhT_2	3	3
prfC_2	1	1
ptsH_2	1	1
ptsI_2	1	1
dgs_2	3	3
ykuJ_2	1	1
cfa_2	1	1
udk_2	2	2
yfnB_4	1	1
rsuA_3	1	1
kup_2	1	1
pnp_4	1	1
rpsO_2	1	1
def_3	2	2
dapH_5	1	1
cobB_2	1	1
mltF_5	1	1
artM_5	1	1
bcrR_2	1	1
manZ_13	1	1
levE_5	1	1
nagR_5	1	1
mhqA_4	1	1
yeiL_4	1	1
napA_2	2	2
yvdM_4	1	1
bglF_10	1	1
rhaR_16	1	1
napA_3	1	1
tpiA_4	1	1
codB_2	1	1
apc3	1	1
rpe_6	1	1
ysdC_3	1	1
gatB_6	1	1
gatC_15	1	1
mtnX	1	1
rsxC	1	1
mtnK	1	1
azoR_3	1	1
proS_1	2	2
hpr	2	2
hisS_2	1	1
aspS_2	1	1
trmL_2	1	1
rlmA_2	1	1
cutC_4	1	1
mgtE_2	1	1
nadK	1	1
yjbM_2	1	1
yjbK_2	1	1
pat	1	1
hcxA_3	1	1
artP	2	2
yecS_5	1	1
artM_6	1	1
lpdC_2	2	2
yeiL_5	1	1
proX_2	1	1
ecsA_3	1	1
ytlR_2	1	1
queT_4	1	1
rpmG3_2	1	1
secE_2	1	1
nusG_2	1	1
scaC_3	2	2
psaA	2	2
sdhA_2	2	2
sdhB_2	3	3
rplK_2	3	3
rplA_2	2	2
rplJ_2	1	1
rplL_2	1	1
aqpZ2	1	1
mshA_3	1	1
mnaA_2	3	3
nsrR_2	1	1
grdI	2	2
grdD_2	1	1
grdC_2	1	1
grdA1_2	1	1
grdA_2	1	1
trxA_3	2	2
trxB_4	1	1
pflD	1	1
cutD_1	1	1
puuR_2	1	1
licC_10	1	1
gmuR_5	1	1
dhaM-2_2	1	1
rpoZ_2	1	1
priA_2	1	1
def_4	1	1
fmt_2	2	2
rsmB_2	1	1
phpP	1	1
rsgA_2	1	1
rpe_7	1	1
thiN_2	2	2
mreC_3	1	1
xpkA_4	1	1
ndkA	1	1
tpiA_5	1	1
fba_6	1	1
deoR_2	1	1
rhaS_9	1	1
yicL	3	2
manX_11	1	1
manZ_14	1	1
manX_12	1	1
apsD	1	1
ntpK_2	3	2
atpE_3	1	1
ntpC_2	1	1
ntpG_2	1	1
ntpA_2	1	1
ntpB_2	2	2
ntpD_2	3	3
ntpJ_3	1	1
gloA_2	1	1
lipL_2	1	1
rpoE_2	2	2
nrnA_1	1	1
IMPDH_2	1	1
rnj2_1	1	1
uxuA_4	1	1
kdgA_4	1	1
nag3_2	1	1
licC_11	1	1
murK	1	1
srlB_3	1	1
srlE_3	1	1
srlA_3	1	1
licR_8	1	1
fabG_6	1	1
bglH_8	2	2
ccpB_3	1	1
rsgA_3	1	1
lrpC_1	1	1
csd_2	1	1
pfkA_1	28	4
pyk_1	2	2
gnd_1	1	1
ctsR_2	2	1
rlhA_2	2	1
gor_2	3	2
menA_2	1	1
norW_1	1	1
gyrB_2	2	2
gyrA_2	1	1
rpsF_2	1	1
rpsR_2	1	1
gdpP_2	4	4
rplI_2	2	2
purA_2	1	1
pptA	1	1
gltR	1	1
psiE	1	1
fruA_11	1	1
manP_10	1	1
licR_9	1	1
atpC_2	2	2
atpD_2	3	3
atpG_2	1	1
atpA_2	2	2
atpH_2	1	1
atpF_2	1	1
atpE_4	1	1
atpB_2	2	2
smpB_2	2	2
rnr_2	3	3
est_2	1	1
secG_2	1	1
yjdJ_2	1	1
rihB_3	1	1
manX_13	1	1
manZ_15	1	1
sorC_6	1	1
dgaR_8	6	3
lrpC_2	1	1
truA_3	4	4
ecfT_3	10	8
ecfA2_4	1	1
ecfA1_3	1	1
rplQ_2	1	1
rpoA_2	1	1
rpsK_2	1	1
rpsM_2	1	1
rpmJ_2	1	1
infA_2	1	1
secY_2	1	1
rplO_2	2	1
rpmD_2	2	1
rplR_2	2	1
rplF_2	2	2
rpsH_2	2	2
rplE_2	1	1
rplX_2	2	2
rplN_2	2	2
rpsQ_2	2	2
bsaA_1	1	1
cysM_1	1	1
efp_3	1	1
lysA_2	1	1
dapF_2	1	1
dapA_3	4	4
dapB_3	1	1
dapH_6	1	1
asd_1	1	1
yclM_2	2	2
scmP_1	5	4
dapX_3	1	1
trpA_2	1	1
manR_9	1	1
tal_1	1	1
sasA_6	3	2
frlD_2	1	1
manZ_16	1	1
agaC_4	1	1
dgaR_9	1	1
frlB_6	4	4
pfkA_2	28	4
gadB_2	2	2
licR_10	1	1
ptcA_3	1	1
licC_12	1	1
ypdF_5	1	1
ysdC_4	1	1
clsA_5	1	1
acpA_4	1	1
ldh_5	1	1
ylbL_3	1	1
ywaC	1	1
licT_10	1	1
bglF_11	1	1
bglH_9	1	1
fruA_12	1	1
manZ_17	1	1
agaC_5	1	1
sorB_6	1	1
dgaR_10	1	1
drdA_4	1	1
kimA_2	3	3
tdh_3	1	1
queG_2	2	2
licC_13	1	1
licC_14	1	1
rarD_2	1	1
licC_15	1	1
celA_5	1	1
tam	1	1
ald_2	1	1
kynU	1	1
lrpC_3	1	1
uppS_2	1	1
rasP_2	1	1
proS_2	2	2
polC_4	1	1
rimP_2	2	2
nusA_2	1	1
rplGA_2	1	1
infB_2	1	1
rbfA_2	1	1
purC_3	1	1
ssb_5	7	4
yidA_5	1	1
gpmA_8	1	1
osmV	1	1
dinG_5	1	1
aspB_2	1	1
asnS_2	2	2
yccF_1	1	1
ycaM_2	1	1
nth_2	1	1
dnaD_2	1	1
lapA	1	1
rnz_1	1	1
bphD	1	1
pnuC_2	1	1
frlB_7	1	1
manZ_18	1	1
agaC_6	1	1
rnz_2	1	1
obg_1	1	1
gap_3	7	5
menH_4	1	1
cutD_2	1	1
hisK_2	1	1
sufS_3	1	1
licT_11	1	1
bglC_4	1	1
bglF_12	1	1
yiaC_2	1	1
galK_4	1	1
rhaR_17	1	1
deoC1	1	1
thiO_2	2	2
spsB_3	1	1
mneS	10	3
yeeO	1	1
metI_2	3	3
metQ_6	1	1
gatD_3	1	1
murT_2	1	1
ntpJ_4	1	1
queH_1	1	1
spsB_4	1	1
prfA_2	2	2
prmC_2	1	1
ywlC_2	1	1
glyA_2	1	1
tagU_6	1	1
sodA_2	1	1
ghrB_3	1	1
vraR_2	1	1
liaS_2	1	1
greA_2	1	1
mltG_2	1	1
ptsG_6	1	1
murR_5	1	1
xylB_6	1	1
malH_3	1	1
ybhL_2	1	1
polA_2	1	1
mutM_2	1	1
coaE_2	2	2
nrdR_2	1	1
dnaB_2	1	1
trmK_2	1	1
pepT_3	1	1
sbnD_3	1	1
pfkA_3	1	1
pyk_2	2	2
gltC_5	1	1
bglF_13	1	1
rpiB_2	1	1
rpe_8	1	1
gldA_3	1	1
fsaA_2	1	1
cutC_5	1	1
srlR_4	1	1
csdA	1	1
kdgR_2	1	1
kdgK_3	1	1
kdgA_5	1	1
ykoD_1	11	8
ecfT_4	1	1
fsaA_3	1	1
sorC_7	1	1
ltaE	1	1
gph_4	2	2
sbcD_2	1	1
plsC_2	1	1
yfiC_2	1	1
metQ_7	1	1
odh	1	1
baiA	2	2
gatD_4	1	1
gatC_16	1	1
gatB_7	1	1
gatA_5	1	1
yghA_2	1	1
yidA_6	1	1
dacA_3	2	2
acyP_2	4	4
yidC_2	6	6
tadA_4	1	1
lrp_2	1	1
rpmF_3	2	2
btuD_9	1	1
uvrC_3	1	1
sasA_7	1	1
walR_3	3	3
btuD_10	1	1
dinB_4	21	13
pdxK_3	1	1
padC_2	1	1
asD_2	1	1
xerC_18	5	4
degA_6	7	3
cpdA_2	8	3
dedA	1	1
ybbH_5	2	2
metH_1	1	1
sbmC	1	1
rhaS_10	1	1
catE_2	1	1
mleS_2	1	1
pgpB	1	1
gltC_6	1	1
metF	1	1
manX_14	1	1
manZ_19	1	1
frlB_8	1	1
norR_4	5	2
adhR_1	5	4
nrnA_2	1	1
IMPDH_3	1	1
rnj2_2	1	1
asd_2	1	1
yfcJ_3	1	1
fruA_13	1	1
ptsG_7	1	1
glcB_3	1	1
arcA_2	2	2
cysM_2	1	1
mhqA_5	1	1
spsB_5	1	1
walR_4	1	1
glpO_2	2	2
glpK_3	1	1
glpF_3	1	1
manZ_20	1	1
sorC_8	1	1
levE_6	1	1
manX_15	1	1
tarJ	1	1
glcR_4	1	1
tag_3	1	1
mgtB	3	3
parC_2	1	1
parE_2	1	1
yccU_2	1	1
plsY_2	1	1
ftsW_4	1	1
rodA_3	1	1
tagU_7	1	1
sdsA	2	2
norW_2	1	1
ltaS1_4	1	1
rlmI_2	1	1
aroD_4	1	1
ybaK_3	1	1
pgi_2	1	1
yhaP_2	2	2
uvrC_4	1	1
trxA_4	1	1
mutS2_4	1	1
zapA_2	1	1
yjdF	1	1
rihC_2	1	1
gspA_4	1	1
tmpC_5	1	1
yeiL_6	1	1
glnQ_4	1	1
phnE_3	1	1
cpdA_3	1	1
grdH_1	1	1
grdH_2	1	1
rspR_4	1	1
bbmA_3	1	1
gadC_6	1	1
gadB_3	1	1
pflB_3	1	1
dprA_2	1	1
trmFO_2	2	2
xerC_19	1	1
clpQ	2	2
clpY_2	3	3
codY_2	2	2
acr3	3	3
yadH_3	1	1
degA_7	1	1
ada	1	1
entS_2	1	1
dhaA	1	1
xerS_3	1	1
murJ_7	1	1
rffG	4	3
ydaF	2	2
COQ3_2	1	1
xre_2	1	1
srlR_5	1	1
rpiB_3	1	1
tal_2	1	1
tpi-2	1	1
dhaM-2_3	1	1
dhaK-2	1	1
dhaL-2	2	2
aptA_1	1	1
aptB_1	1	1
truA_4	1	1
ribU	1	1
metH_2	1	1
dnaK_2	2	2
grpE_2	1	1
hrcA_2	1	1
hemW_2	1	1
deoB_3	1	1
hmo_1	2	2
yckB_3	1	1
yecS_6	1	1
walR_5	1	1
sasA_8	1	1
gmuD_8	1	1
ptcB_4	3	3
celD_2	1	1
gmuR_6	1	1
gmuC_6	1	1
ywqE_3	1	1
araD_3	1	1
xylB_7	1	1
dinB_5	5	5
lacX_3	1	1
lacF_8	9	7
coaA_2	1	1
rsmC_2	1	1
sorC_9	1	1
fabG_7	1	1
licR_11	1	1
srlA_4	1	1
srlE_4	1	1
fepC_2	1	1
feuB_2	1	1
yqgN_2	1	1
gluP_2	1	1
ltaS1_5	1	1
sauU	1	1
scmP_2	5	4
ligA_3	1	1
slyA_3	1	1
mepA_3	1	1
walR_6	1	1
bcrA_5	1	1
cmlA	1	1
nth_3	1	1
map_3	1	1
xerC_20	1	1
hxlB_5	1	1
rpe_9	1	1
nagZ	1	1
rhaS_11	1	1
sorC_10	1	1
sorC_11	1	1
srlE_5	1	1
srlA_5	1	1
ykuL	6	4
rpsN2_3	2	2
ydeA_3	1	1
cysK_2	1	1
perR_2	1	1
zupT_2	2	2
menA_3	1	1
trpS2_2	1	1
glnQ_5	1	1
sph_2	1	1
ddh	1	1
msrA_6	1	1
glcB_4	1	1
nanE_4	1	1
tagU_8	1	1
bacC_2	1	1
yjjP	1	1
btuD_11	1	1
gspA_5	1	1
gspA_6	1	1
niaX_2	2	2
menA_4	1	1
menA_5	1	1
aaxC	1	1
frlB_9	1	1
manX_16	1	1
manZ_21	1	1
bglH_10	1	1
bglA_4	1	1
lytR	1	1
srrA_5	1	1
hndA	1	1
rsxB	1	1
hndD	1	1
rhaR_18	1	1
aptB_2	1	1
aptA_2	1	1
araD_4	1	1
gatC_17	1	1
adhR_2	5	4
msrA_7	1	1
gmk_4	1	1
pbp_2	2	2
obg_2	1	1
gap_4	1	1
fabZ_4	1	1
degA_8	1	1
yvqK_3	1	1
rhaR_19	1	1
metI_3	2	2
patB_3	1	1
ywqC_3	1	1
ywqD_4	1	1
ywqE_4	1	1
recX_2	1	1
mutY_2	1	1
patB_4	1	1
lnrL_3	1	1
xerC_21	1	1
sasA_9	1	1
arlR_4	1	1
gnd_2	1	1
frlD_3	1	1
frlB_10	1	1
mepA_4	1	1
bltD	1	1
stp_2	3	3
rhaR_20	1	1
apbE_3	1	1
pepV_4	1	1
bglK_4	1	1
murA1_3	2	2
btuD_12	1	1
brnQ_3	3	2
rnhC_2	1	1
hutI	2	2
nylA_2	2	2
yccF_2	1	1
cah_2	1	1
rnfC_3	1	1
rnfD_2	1	1
pspB_2	1	1
mnmA_2	1	1
sipS	1	1
dinG_6	1	1
mprF_4	1	1
yvaM	1	1
ppdK	1	1
aacA-aphD_3	3	3
penA_2	1	1
bsaA_2	1	1
rpmGA_3	2	2
gno	1	1
aadK_2	7	4
COQ5_5	1	1
rhaS_12	1	1
yidD	1	1
murA1_4	2	2
entS_3	1	1
murB_2	1	1
yceM_2	1	1
exoA_2	1	1
ykoD_2	11	7
yknY_5	1	1
ssb_6	4	4
cobC_1	1	1
ydcF_2	1	1
patB_5	1	1
ltaS1_6	1	1
larR_2	1	1
melB	1	1
hmo_2	2	2
noxE_2	1	1
sasA_10	1	1
walR_7	1	1
sirC	1	1
yjeM_2	1	1
bcrR_3	1	1
alsT	1	1
gabD	1	1
xerC_22	1	1
yxeI	1	1
cobC_2	1	1
spxA_7	1	1
mecA_2	1	1
spxA_8	1	1
mshA_4	1	1
rimL	1	1
hexs-b	1	1
glcB_5	1	1
copG	28	1
queH_2	1	1
dtpT_1	3	3
dtpT_2	3	3
malL	10	6
mutS2	3	1
xerH	3	2
cdr	3	3
recQ	4	2
rluD	6	4
fliA	1	1
galK	1	1
menH	2	2
glcU	12	3
pstS1	5	4
gmk	3	3
uvrC	20	10
dfrD	1	1
pgcA_3	1	1
frlC	7	2
bga_1	7	5
bga_2	7	5
rbn_1	1	1
rbn_2	1	1
prsA	11	4
pchR_1	2	2
pchR_2	2	1
sspP_1	3	2
sspP_2	3	2
sspP_3	2	2
sspP_4	1	1
sspP_5	1	1
oppD	1	1
oppF	2	1
cat_1	2	1
cat_2	2	1
topB_9	4	3
rpmC_1	1	1
rplP_1	1	1
fus_1	1	1
yeeN_1	1	1
nadR_1	1	1
intQ	2	2
alaA_1	1	1
sarA_1	1	1
sulD	1	1
fus_2	1	1
agaS_3	1	1
rpmC_2	1	1
rplP_2	1	1
tcyJ	1	1
iga	1	1
nadR_2	1	1
aroH	1	1
hutH	1	1
alaA_2	1	1
sarA_2	1	1
rhsIA	1	1
resA_1	2	2
malQ	1	1
ftsI	2	2
mdtK	1	1
resA_2	2	2
dnaC_3	1	1
nanA	2	2
pitA	1	1
yeeN_2	1	1
relA_3	1	1
yafQ_1	6	2
yafQ_2	6	2
cidB	8	2
nhaC_3	26	5
yheI_1	10	5
yheI_2	10	5
lss	1	1
gamR	1	1
ntpJ	2	2
yokF	1	1
yjhC	1	1
sglT	1	1
hldD	7	6
yhaX_1	2	2
yhaX_2	2	2
araC_3	7	2
clsA	2	2
gspA	1	1
hgdH_1	2	2
cimH_1	6	6
cimH_2	6	3
tarK	1	1
bglB	2	1
hgdH_2	2	2
aphA_1	2	2
aphA_2	2	2
hin_5	6	3
srrA	8	3
cspLA	4	2
gap	1	1
mprF	3	3
ccpA	2	2
dnaE2	1	1
panT	7	3
dapH	2	2
fadG	3	1
fabZ	8	1
glnQ	6	1
tet(S)	5	2
ermA1	3	3
ctpE	3	3
scaA	6	4
ugpA_1	3	3
ugpA_2	3	2
pemK_1	1	1
pinR_1	3	3
pinR_2	3	2
pemK_2	1	1
mazF_3	1	1
topB_10	2	2
hldE	5	2
kdsA	4	1
kdsC	4	1
vanYB_1	1	1
vanYB_2	1	1
wbnK	6	1
tll	6	1
dgoD_1	5	2
dgoD_2	5	2
mdtI	1	1
speB	7	3
folP	7	3
folB	8	3
uhpT	7	2
yciB	7	3
ldhA	4	2
wbbI	1	1
gtaB_4	1	1
rmlB_3	2	2
lagD_3	3	3
msrA	2	2
araB	1	1
fecE	2	2
ade_1	1	1
ade_2	1	1
lgrD_1	2	2
dam	1	1
lgrD_2	2	2
srfAB	1	1
pseB_1	1	1
neuB_1	1	1
legF_1	1	1
pseB_2	1	1
neuB_2	1	1
legF_2	1	1
actP	1	1
tarD_1	1	1
asD	4	3
aspT	4	4
tarD_2	1	1
lcnD_1	3	3
lcnD_2	3	3
dfrA	1	1
yveL	3	3
traG	2	2
mgs	1	1
dgaE_3	1	1
bacC	7	1
ysnF_1	6	5
adaA	2	1
ysnF_2	6	3
fadR_1	2	1
yoeB_3	1	1
bin3_10	4	3
fadR_2	2	2
topB_11	1	1
ssb_7	1	1
yodC_1	2	2
msr(C)_1	1	1
yhaN	1	1
atpE	1	1
cscB_1	7	2
cscB_2	7	2
bin3_11	2	2
yurK_4	1	1
hdfR_5	1	1
yodC_2	2	2
msr(C)_2	1	1
gluQ	1	1
gltX_4	1	1
cysE_3	1	1
cysS_3	1	1
atpD_3	1	1
murA1_5	1	1
ykoD_3	4	3
hddA_1	1	1
hddA_2	1	1
cdsA	1	1
cls	1	1
pacS_1	2	2
pacS_2	2	2
doc_3	8	1
htpX	1	1
yehX	1	1
rex	1	1
licH_1	8	8
licH_2	8	8
recF_3	1	1
tycB	1	1
lacR_6	2	2
abn-ts	1	1
uidA_1	2	1
uidA_2	2	1
msbA_1	1	1
msbA_2	1	1
gmd_1	1	1
gmd_2	1	1
yjmB_3	1	1
yyaP_1	1	1
yyaP_2	1	1
mgt	1	1
rluB	1	1
uxaC_3	1	1
gmuC	3	2
arcD1	12	8
repE_3	1	1
ybdM_1	1	1
ybdM_2	1	1
gsiA	1	1
sadH	1	1
maa	3	3
pfkB_1	1	1
pfkB_2	1	1
mngA_4	2	2
poxtA	1	1
pglF_1	2	2
yneA_1	1	1
yneA_2	1	1
eriC_1	2	2
abgB_1	1	1
cmtB_3	1	1
fokIM	7	3
optrA	2	1
abgB_2	1	1
cfr	4	3
pglF_2	2	2
eriC_2	2	2
wbgU_3	1	1
rfaB	1	1
repB_1	2	2
repB_2	2	2
urdA_1	5	3
urdA_2	5	3
fryC	1	1
trmH_1	1	1
trmH_2	1	1
grdA1	1	1
prdA	1	1
pduA	1	1
tcrY	3	2
pduF	1	1
gamA	1	1
mrdB	3	3
iolJ	1	1
pepE	1	1
ilvB	1	1
lpxC	1	1
ftsB	1	1
gbuC	2	2
fldA	1	1
lacD_4	1	1
repD_3	1	1
ce	1	1
bin3_12	1	1
ubiE	3	3
ampH	1	1
tagE	1	1
vanH_1	2	2
vanH_2	2	2
pnbA	6	2
yhdN	6	1
srtA_3	1	1
mtlA_1	5	5
mtlA_2	5	5
yodJ	2	2
frlR_1	1	1
frlR_2	1	1
murA1	4	4
brnQ	7	3
chbC	1	1
ybiV_1	1	1
ybiV_2	1	1
kanE	2	2
yoaA	2	2
arcD	1	1
kefG_1	1	1
acuR_1	1	1
acuR_2	1	1
ssaB_3	1	1
kefG_2	1	1
gdhI	1	1
sugB	1	1
tarF	5	5
ucpA	1	1
lsrA	2	1
yghU	1	1
desR	1	1
pgdA_1	4	1
pgdA_2	4	1
norB	4	2
sbnD	31	21
degA	10	6
artQ	1	1
lpdG	5	3
pagL	2	2
cas1_1	2	2
cas1_2	2	2
ktrB	1	1
dinG	7	7
mltF	6	3
silP	2	1
ureD1	2	2
ureG	2	2
ureF	2	2
ureE	2	2
ureC	2	2
ureB	2	2
ureA	2	2
ureI	2	2
cntF	2	2
cntD	2	2
cntC	2	2
cntB	2	2
nikA	2	2
xly_1	2	2
xly_2	2	2
artM	1	1
lacI	1	1
pnp	1	1
mutS	1	1
srp54	1	1
uup	2	2
ecfA3	1	1
czrA_3	1	1
nrdZ	2	2
sphR	8	4
yocH	1	1
yihP	1	1
rfbX_3	1	1
rhgT_1	5	4
rhgT_2	5	4
frwD	1	1
xylB	1	1
nrdE	1	1
kstR2	1	1
crtN_1	1	1
crtN_2	1	1
vsr	3	1
rep_1	1	1
rep_2	1	1
yejB	1	1
bcgIA	4	2
natR_1	1	1
natR_2	1	1
